"workerid","rt","trial_type","evidenceStatement","freqLevel","characterName","habitual","n","instance","time_period","response","frequency","logFreq"
53,3582,"truthJudge","played computer games",50,"Cameron","plays computer games",4,"times","week","agree-key",208,5.33753807970132
53,9206,"truthJudge","stole",50,"Michelle","steals cars",2,"cars","10 years","agree-key",0.2,-1.6094379124341
53,6822,"truthJudge","ate granola for breakfast",50,"Claire","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
53,2346,"truthJudge","hiked",25,"Lee","hikes",1,"time","year","disagree-key",1,0
53,4604,"truthJudge","played computer games",75,"David","plays computer games",7,"times","week","agree-key",364,5.89715386763674
53,2000,"truthJudge","wrote",25,"John","writes novels",2,"novels","10 years","agree-key",0.2,-1.6094379124341
53,4439,"truthJudge","ate granola for breakfast",25,"William","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
53,2954,"truthJudge","biked to work",75,"Kathleen","bikes to work",24,"times","month","agree-key",288,5.66296048013595
53,5008,"truthJudge","wrote",75,"Daniel","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
53,2962,"truthJudge","stole",75,"Stephanie","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
53,3166,"truthJudge","stole",25,"Maya","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
53,3297,"truthJudge","wrote",50,"Anthony","writes novels",10,"novels","10 years","agree-key",1,0
53,3133,"truthJudge","ran",50,"Alexander","runs",25,"times","year","disagree-key",25,3.2188758248682
53,3761,"truthJudge","smoked",25,"Monica","smokes",1,"time","week","disagree-key",52,3.95124371858143
53,6792,"truthJudge","played computer games",25,"Kim","plays computer games",2,"times","week","agree-key",104,4.64439089914137
53,7651,"truthJudge","vacationed in Switzerland",50,"Anthony","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
53,1822,"truthJudge","ran",25,"Laura","runs",3,"times","year","disagree-key",3,1.09861228866811
53,2024,"truthJudge","drank",50,"Jennifer","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
53,2790,"truthJudge","hiked",50,"Gabriel","hikes",4,"times","year","disagree-key",4,1.38629436111989
53,4371,"truthJudge","drove to work",75,"Tom","drives to work",5,"times","week","agree-key",260,5.56068163101553
53,2251,"truthJudge","wrote",75,"Greg","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
53,1406,"truthJudge","smoked",50,"William","smokes",7,"times","week","agree-key",364,5.89715386763674
53,2132,"truthJudge","vacationed in Switzerland",75,"Michael","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
53,2555,"truthJudge","ate granola for breakfast",75,"David","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
53,2720,"truthJudge","drove to work",25,"Julia","drives to work",3,"times","week","agree-key",156,5.04985600724954
53,1829,"truthJudge","vacationed in Switzerland",25,"Alexander","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
53,3218,"truthJudge","wrote",50,"Sophia","writes poems",5,"poems","5 years","disagree-key",1,0
53,1481,"truthJudge","wrote",25,"Daniel","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
53,8502,"truthJudge","drank",25,"Stephen","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
53,2197,"truthJudge","smoked",75,"Lucas","smokes",70,"times","week","agree-key",3640,8.19973896063079
53,1871,"truthJudge","hiked",75,"Eric","hikes",12,"times","year","agree-key",12,2.484906649788
53,2985,"truthJudge","drove to work",50,"Veronica","drives to work",4,"times","week","agree-key",208,5.33753807970132
53,3297,"truthJudge","biked to work",25,"Melinda","bikes to work",2,"times","month","disagree-key",24,3.17805383034795
53,2840,"truthJudge","drank",75,"Alicia","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
53,3400,"truthJudge","ran",75,"Angela","runs",120,"times","year","agree-key",120,4.78749174278205
54,10641,"truthJudge","ate granola for breakfast",50,"Alicia","eats granola for breakfast",5,"times","month","agree-key",60,4.0943445622221
54,5081,"truthJudge","biked to work",75,"Claire","bikes to work",24,"times","month","agree-key",288,5.66296048013595
54,2853,"truthJudge","hiked",75,"Monica","hikes",12,"times","year","agree-key",12,2.484906649788
54,3773,"truthJudge","drove to work",50,"Lucas","drives to work",4,"times","week","agree-key",208,5.33753807970132
54,7749,"truthJudge","drank",25,"Alexander","drinks beer",1,"beer","month","agree-key",12,2.484906649788
54,2781,"truthJudge","wrote",75,"Tom","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
54,3533,"truthJudge","drank",50,"Daniel","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
54,3868,"truthJudge","played computer games",75,"Melinda","plays computer games",7,"times","week","agree-key",364,5.89715386763674
54,6286,"truthJudge","hiked",50,"Greg","hikes",4,"times","year","agree-key",4,1.38629436111989
54,2814,"truthJudge","wrote",75,"Kim","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
54,9092,"truthJudge","ran",25,"John","runs",3,"times","year","disagree-key",3,1.09861228866811
54,4286,"truthJudge","vacationed in Switzerland",75,"William","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
54,5765,"truthJudge","biked to work",25,"Lee","bikes to work",2,"times","month","disagree-key",24,3.17805383034795
54,3876,"truthJudge","played computer games",50,"Daniel","plays computer games",4,"times","week","agree-key",208,5.33753807970132
54,5318,"truthJudge","wrote",25,"Stephen","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
54,2301,"truthJudge","biked to work",50,"Maya","bikes to work",6,"times","month","agree-key",72,4.27666611901606
54,4493,"truthJudge","smoked",25,"David","smokes",1,"time","week","disagree-key",52,3.95124371858143
54,3877,"truthJudge","vacationed in Switzerland",25,"Anthony","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
54,2157,"truthJudge","ran",50,"Michelle","runs",25,"times","year","agree-key",25,3.2188758248682
54,2645,"truthJudge","ran",75,"Gabriel","runs",120,"times","year","agree-key",120,4.78749174278205
54,1820,"truthJudge","drank",75,"Michael","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
54,2343,"truthJudge","vacationed in Switzerland",50,"Julia","vacations in Switzerland",2,"times","10 years","agree-key",0.2,-1.6094379124341
54,2733,"truthJudge","smoked",75,"Angela","smokes",70,"times","week","agree-key",3640,8.19973896063079
54,4996,"truthJudge","hiked",25,"Cameron","hikes",1,"time","year","disagree-key",1,0
54,1654,"truthJudge","wrote",50,"Anthony","writes novels",10,"novels","10 years","agree-key",1,0
54,1597,"truthJudge","wrote",25,"Sophia","writes novels",2,"novels","10 years","agree-key",0.2,-1.6094379124341
54,4013,"truthJudge","wrote",50,"William","writes poems",5,"poems","5 years","agree-key",1,0
54,4389,"truthJudge","ate granola for breakfast",25,"Veronica","eats granola for breakfast",2,"times","month","agree-key",24,3.17805383034795
54,2157,"truthJudge","smoked",50,"Laura","smokes",7,"times","week","agree-key",364,5.89715386763674
54,2565,"truthJudge","drove to work",25,"David","drives to work",3,"times","week","agree-key",156,5.04985600724954
54,7413,"truthJudge","stole",25,"Kathleen","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
54,1973,"truthJudge","stole",75,"Stephanie","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
54,1759,"truthJudge","stole",50,"Alexander","steals cars",2,"cars","10 years","agree-key",0.2,-1.6094379124341
54,2472,"truthJudge","drove to work",75,"Jennifer","drives to work",5,"times","week","agree-key",260,5.56068163101553
54,2070,"truthJudge","ate granola for breakfast",75,"Gabriel","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
54,2949,"truthJudge","played computer games",25,"Eric","plays computer games",2,"times","week","agree-key",104,4.64439089914137
55,4649,"truthJudge","drove to work",50,"David","drives to work",4,"times","week","agree-key",208,5.33753807970132
55,4609,"truthJudge","played computer games",25,"Alicia","plays computer games",2,"times","week","agree-key",104,4.64439089914137
55,4093,"truthJudge","wrote",75,"Stephanie","writes novels",20,"novels","10 years","agree-key",2,0.693147180559945
55,2920,"truthJudge","smoked",50,"Lucas","smokes",7,"times","week","agree-key",364,5.89715386763674
55,6709,"truthJudge","ate granola for breakfast",25,"Angela","eats granola for breakfast",2,"times","month","agree-key",24,3.17805383034795
55,3971,"truthJudge","drank",50,"Lee","drinks beer",5,"beers","month","agree-key",60,4.0943445622221
55,3376,"truthJudge","vacationed in Switzerland",25,"Greg","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
55,4052,"truthJudge","ran",75,"Tom","runs",120,"times","year","agree-key",120,4.78749174278205
55,4326,"truthJudge","smoked",25,"Jennifer","smokes",1,"time","week","disagree-key",52,3.95124371858143
55,2989,"truthJudge","played computer games",75,"Michael","plays computer games",7,"times","week","agree-key",364,5.89715386763674
55,2343,"truthJudge","wrote",50,"Julia","writes novels",10,"novels","10 years","agree-key",1,0
55,2639,"truthJudge","stole",50,"Michelle","steals cars",2,"cars","10 years","agree-key",0.2,-1.6094379124341
55,2604,"truthJudge","biked to work",75,"Kathleen","bikes to work",24,"times","month","agree-key",288,5.66296048013595
55,4400,"truthJudge","vacationed in Switzerland",50,"Alexander","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
55,2790,"truthJudge","ate granola for breakfast",75,"Eric","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
55,3686,"truthJudge","drank",25,"Anthony","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
55,2558,"truthJudge","hiked",25,"Anthony","hikes",1,"time","year","disagree-key",1,0
55,3915,"truthJudge","stole",75,"William","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
55,2028,"truthJudge","ate granola for breakfast",50,"Daniel","eats granola for breakfast",5,"times","month","disagree-key",60,4.0943445622221
55,1663,"truthJudge","ran",50,"Gabriel","runs",25,"times","year","agree-key",25,3.2188758248682
55,1848,"truthJudge","ran",25,"David","runs",3,"times","year","disagree-key",3,1.09861228866811
55,2535,"truthJudge","hiked",75,"Gabriel","hikes",12,"times","year","agree-key",12,2.484906649788
55,2625,"truthJudge","wrote",25,"Alexander","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
55,4827,"truthJudge","wrote",25,"John","writes novels",2,"novels","10 years","disagree-key",0.2,-1.6094379124341
55,4717,"truthJudge","smoked",75,"Cameron","smokes",70,"times","week","agree-key",3640,8.19973896063079
55,2670,"truthJudge","biked to work",50,"Melinda","bikes to work",6,"times","month","agree-key",72,4.27666611901606
55,2434,"truthJudge","wrote",75,"Monica","writes poems",30,"poems","5 years","agree-key",6,1.79175946922805
55,2661,"truthJudge","drank",75,"Claire","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
55,2328,"truthJudge","stole",25,"Daniel","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
55,2359,"truthJudge","biked to work",25,"Kim","bikes to work",2,"times","month","disagree-key",24,3.17805383034795
55,4295,"truthJudge","drove to work",25,"Laura","drives to work",3,"times","week","agree-key",156,5.04985600724954
55,1343,"truthJudge","hiked",50,"William","hikes",4,"times","year","disagree-key",4,1.38629436111989
55,2495,"truthJudge","vacationed in Switzerland",75,"Maya","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
55,2907,"truthJudge","played computer games",50,"Stephen","plays computer games",4,"times","week","agree-key",208,5.33753807970132
55,1678,"truthJudge","drove to work",75,"Veronica","drives to work",5,"times","week","agree-key",260,5.56068163101553
55,2286,"truthJudge","wrote",50,"Sophia","writes poems",5,"poems","5 years","disagree-key",1,0
56,2632,"truthJudge","stole",50,"Tom","steals cars",2,"cars","10 years","agree-key",0.2,-1.6094379124341
56,2363,"truthJudge","drove to work",25,"Alexander","drives to work",3,"times","week","agree-key",156,5.04985600724954
56,3098,"truthJudge","hiked",25,"Gabriel","hikes",1,"time","year","disagree-key",1,0
56,1765,"truthJudge","ate granola for breakfast",75,"William","eats granola for breakfast",15,"times","month","agree-key",180,5.19295685089021
56,2168,"truthJudge","biked to work",75,"Maya","bikes to work",24,"times","month","agree-key",288,5.66296048013595
56,1664,"truthJudge","drank",75,"Eric","drinks beer",15,"beers","month","agree-key",180,5.19295685089021
56,2493,"truthJudge","drove to work",75,"Michelle","drives to work",5,"times","week","agree-key",260,5.56068163101553
56,3516,"truthJudge","vacationed in Switzerland",75,"David","vacations in Switzerland",6,"times","10 years","agree-key",0.6,-0.51082562376599
56,2790,"truthJudge","hiked",75,"Stephanie","hikes",12,"times","year","agree-key",12,2.484906649788
56,2148,"truthJudge","wrote",25,"Anthony","writes novels",2,"novels","10 years","agree-key",0.2,-1.6094379124341
56,1304,"truthJudge","smoked",75,"Stephen","smokes",70,"times","week","agree-key",3640,8.19973896063079
56,1485,"truthJudge","smoked",50,"Alicia","smokes",7,"times","week","agree-key",364,5.89715386763674
56,2808,"truthJudge","wrote",25,"Lucas","writes poems",1,"poem","5 years","disagree-key",0.2,-1.6094379124341
56,2691,"truthJudge","ran",25,"Veronica","runs",3,"times","year","disagree-key",3,1.09861228866811
56,1269,"truthJudge","ran",75,"Kim","runs",120,"times","year","agree-key",120,4.78749174278205
56,1184,"truthJudge","vacationed in Switzerland",25,"Julia","vacations in Switzerland",1,"time","10 years","disagree-key",0.1,-2.30258509299405
56,1746,"truthJudge","vacationed in Switzerland",50,"Anthony","vacations in Switzerland",2,"times","10 years","disagree-key",0.2,-1.6094379124341
56,1290,"truthJudge","drank",25,"Gabriel","drinks beer",1,"beer","month","disagree-key",12,2.484906649788
56,2011,"truthJudge","biked to work",50,"Claire","bikes to work",6,"times","month","disagree-key",72,4.27666611901606
56,1199,"truthJudge","ran",50,"Michael","runs",25,"times","year","disagree-key",25,3.2188758248682
56,2374,"truthJudge","drove to work",50,"William","drives to work",4,"times","week","agree-key",208,5.33753807970132
56,2199,"truthJudge","smoked",25,"Jennifer","smokes",1,"time","week","disagree-key",52,3.95124371858143
56,2213,"truthJudge","hiked",50,"Angela","hikes",4,"times","year","disagree-key",4,1.38629436111989
56,1920,"truthJudge","stole",25,"Monica","steals cars",1,"car","10 years","disagree-key",0.1,-2.30258509299405
56,3344,"truthJudge","played computer games",25,"Alexander","plays computer games",2,"times","week","agree-key",104,4.64439089914137
56,1346,"truthJudge","stole",75,"Kathleen","steals cars",5,"cars","10 years","agree-key",0.5,-0.693147180559945
56,2955,"truthJudge","played computer games",50,"Laura","plays computer games",4,"times","week","agree-key",208,5.33753807970132
56,2187,"truthJudge","ate granola for breakfast",25,"David","eats granola for breakfast",2,"times","month","disagree-key",24,3.17805383034795
